"genotype"	"cluster_corrected"	"cluster"
"MPNAML10PL37_13O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_15A"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_15B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_15E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_15F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_15L"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_15M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_15N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_15O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_17A"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_17D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_17E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_19I"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_19K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_19L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_19M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_19N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_1I"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_1K"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_23E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_23H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_3A"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_3E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_3M"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_3O"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_5A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_9C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_9G"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL37_9O"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_11A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_11D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_11H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_11J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_11L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_11O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_13A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_13C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_13E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_15C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_15G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_15K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_19A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_19G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_19K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_19N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_1C"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_1D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_1G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_1M"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_1O"	NA	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_21K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_21M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_23A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_23B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_23C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_23F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_23G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_23L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_3G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_3J"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_3M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_3O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_5A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_5F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_5K"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_5L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_5O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_7E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_7I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_7L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_9G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL38_9I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_11D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_13A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_13C"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_13D"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_13G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_15B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_15F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_15G"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_17B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_17E"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_19A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_19D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_19K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_1F"	"TP53HET"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_1G"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_1I"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_1O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_21A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_21B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_21F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_21M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_21P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_23B"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_23D"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_23F"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_23K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_23L"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_23N"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_23O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_23P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_5E"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_5O"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_5P"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_7A"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_7H"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_7K"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL45_7M"	"TP53_multihit_M2"	"del5_del9_del13_amp19"	"patient.1.1.1.1"
"MPNAML10PL36_15H"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL36_15F"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL36_17I"	NA	"normal"	"patient.1.2.1.2"
"MPNAML10PL36_23B"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL36_23D"	NA	"normal"	"patient.1.2.1.2"
"MPNAML10PL36_23F"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL37_11O"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL37_1G"	"TP53_multihit_M2"	"normal"	"patient.1.2.1.2"
"MPNAML10PL37_1N"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL37_3K"	NA	"normal"	"patient.1.2.1.2"
"MPNAML10PL37_3N"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL37_3P"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL37_5F"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL37_5P"	"TP53_multihit_M2"	"normal"	"patient.1.2.1.2"
"MPNAML10PL37_9D"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL38_15F"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL38_15H"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL38_15M"	NA	"normal"	"patient.1.2.1.2"
"MPNAML10PL38_19J"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL38_19L"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL38_21F"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL38_21I"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_11I"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_11M"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_11O"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_11P"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_13F"	"TP53_multihit_M2"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_13I"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_13J"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_13K"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_13N"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_13O"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_15J"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_15K"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_15L"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_15N"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_15O"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_15P"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_17F"	NA	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_17L"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_17M"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_17N"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_17O"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_17P"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_19M"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL45_23C"	"preleukemic"	"normal"	"patient.1.2.1.2"
"MPNAML10PL35_7N"	"TP53_multihit_M2"	"normal"	"patient.1.2.1.1"
"MPNAML10PL35_1F"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL35_9H"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL36_15B"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL36_15E"	NA	"normal"	"patient.1.2.1.1"
"MPNAML10PL36_17D"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL36_17H"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL36_17O"	"TP53_multihit_M2"	"normal"	"patient.1.2.1.1"
"MPNAML10PL36_23H"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL37_13G"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL37_1B"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL37_1C"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL37_1H"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL37_1P"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL37_3D"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL37_5B"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL37_5L"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL37_9F"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL37_9H"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL37_9N"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL38_13B"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL38_13F"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL38_13L"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL38_13N"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL38_15B"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL38_19D"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL38_21L"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL45_11J"	NA	"normal"	"patient.1.2.1.1"
"MPNAML10PL45_11N"	NA	"normal"	"patient.1.2.1.1"
"MPNAML10PL45_13L"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL45_15I"	NA	"normal"	"patient.1.2.1.1"
"MPNAML10PL45_17I"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL45_1D"	"preleukemic"	"normal"	"patient.1.2.1.1"
"MPNAML10PL35_9B"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL35_3N"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL35_9F"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL36_15D"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL36_15G"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL36_15J"	NA	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL36_17B"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL37_1D"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL37_1F"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL37_1M"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL37_3J"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL37_5N"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL37_9B"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL37_9L"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL37_9P"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL38_15A"	NA	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL38_15L"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL38_15O"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL38_19H"	NA	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL38_21A"	NA	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL38_21B"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL38_21D"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL38_21H"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL38_21J"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL45_11L"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL45_15M"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL45_17D"	NA	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL45_17K"	NA	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL45_1C"	"preleukemic"	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL45_7D"	NA	"del5_del9_del13_amp19"	"patient.1.2.2.2"
"MPNAML10PL35_3I"	"TP53_multihit_M2"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL35_3H"	"TP53_multihit_M2"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL35_9D"	"TP53_multihit_M2"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL35_9I"	NA	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL36_13M"	"preleukemic"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL36_17E"	"TP53_multihit_M2"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL36_17P"	NA	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL36_23P"	"TP53_multihit_M2"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL36_3J"	NA	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL37_3C"	NA	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL37_5D"	"TP53_multihit_M2"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL37_5O"	"TP53_multihit_M2"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL38_13I"	NA	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL38_15D"	"TP53_multihit_M2"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL38_15E"	"TP53_multihit_M2"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL38_19M"	"TP53_multihit_M2"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL38_21G"	"TP53_multihit_M2"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL45_11G"	NA	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL45_13M"	"TP53HET"	"del5_del9"	"patient.1.2.2.1"
"MPNAML10PL45_1P"	"TP53HET"	"del5_del9"	"patient.1.2.2.1"
