"subcluster"	"genotype"	"cluster_corrected"	"cluster"
"MPNAML13PL70_17G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_17K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_17N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_19C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_19E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_19I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_19K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_21D"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_21E"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_21J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_21N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_23A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_23C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_23G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_7E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_7L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_9C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_9D"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_9M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL70_9O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL90_11H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL90_17D"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL90_17G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL90_23N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL90_7P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_11D"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_11K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_11N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_13G"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_17F"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_1F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_1G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_1L"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_5D"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_5L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_7O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL92_9K"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML21PL94_13N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL58_11I"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_11A"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_11L"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_13B"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_13E"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_13G"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_13I"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_13N"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_15A"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_15D"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_15F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_15H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_15J"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_15L"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_15O"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_15P"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_17B"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_17G"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_17H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_19D"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_19E"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_19F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_19I"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_19J"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_19K"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_19N"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_21B"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_21C"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_21F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_21H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_21N"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_21P"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_23A"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_23D"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_23F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_23G"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_23J"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_23L"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_5B"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_5I"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_5P"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_7B"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_7C"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_7D"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_7E"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_7F"	"patient.1.1.1.1"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_7G"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_7H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_7I"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_7J"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_9A"	"patient.1.1.1.1"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_9B"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_9D"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_9F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_9H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_9I"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_9M"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_9N"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_9P"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_11I"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_11K"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_11O"	"patient.1.1.1.1"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_13B"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_13E"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_13G"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_13H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_15G"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_15L"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_17L"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_19I"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_19O"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_19P"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_21F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_21I"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_21J"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_21N"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_23F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_23G"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_23J"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_23L"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_23P"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_3G"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_3N"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_7B"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_7G"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_7H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_7P"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_9F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL59_9O"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL60_17J"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL60_23F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL60_3P"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_11A"	"patient.1.1.1.1"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_11F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_11H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_11L"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_11P"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_13F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_13I"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_13J"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_13N"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_15G"	"patient.1.1.1.1"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_15J"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_15L"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_15N"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_17D"	"patient.1.1.1.1"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_17H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_19F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_19J"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_19L"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_21F"	"patient.1.1.1.1"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_21H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_21L"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_23F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_23N"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_7B"	"patient.1.1.1.1"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_7D"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_7F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_7H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_7J"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_7N"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_7P"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_9F"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_9H"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_9L"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL70_9N"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML21PL92_1D"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML21PL92_7G"	"patient.1.1.1.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.1"
"MPNAML13PL58_11P"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_11G"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_13J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_13O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_17E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_17N"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_19B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_23N"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_5L"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_5O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_7L"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_7P"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL59_11P"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL59_15E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL59_21M"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL59_7C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL59_7E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL59_9I"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_11C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_11D"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_11H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_11M"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_13A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_13B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_13C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_13E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_13O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_15B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_15C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_15D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_15E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_15J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_15L"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_15N"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_17B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_17C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_17G"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_17H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_17O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_19C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_19F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_19I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_19J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_19K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_21A"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_21B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_21M"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_23I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_23O"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_23P"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_3A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_3B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_3J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_5I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_5J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_5K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_5M"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_5O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_9B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL60_9H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_13I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_15A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_15D"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
