"genotype"	"cluster_corrected"	"cluster"
"MPNAML10PL42_5J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL42_7M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_15O"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_17M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_19D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_19G"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_19M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_1B"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_1J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_21F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_23E"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_23N"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_5B"	NA	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_7C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL46_7D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_11H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_15O"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_15P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_17L"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_19E"	NA	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_19J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_19K"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_21H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_21O"	NA	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_23E"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_23F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_23L"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL47_23N"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL49_15J"	NA	"del20"	"patient.1.1.1.1"
"MPNAML10PL49_19D"	NA	"del20"	"patient.1.1.1.1"
"MPNAML10PL49_19I"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL49_19K"	NA	"del20"	"patient.1.1.1.1"
"MPNAML10PL49_21M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL49_3A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL51_15M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL51_15N"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL51_17D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL51_19C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL51_21F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL51_23N"	"TP53_multihit_HOM"	"del20"	"patient.1.1.1.1"
"MPNAML10PL39_13K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL39_11N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL39_15B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL39_15D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL39_19M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL39_1D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL39_3K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL39_7G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL39_9G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL40_13J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL40_5C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL40_9M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL42_11J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL46_11C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL46_11D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL46_11M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL46_13E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL46_17I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL46_19K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL46_21O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL46_5L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL47_13L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL47_23B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL49_15P"	NA	"del20"	"patient.1.2.2.2"
"MPNAML10PL49_21G"	NA	"del20"	"patient.1.2.2.2"
"MPNAML10PL51_1I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.2.2"
"MPNAML10PL39_3F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL39_1P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_11A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_11F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_11O"	NA	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_13F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_15J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_19N"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_19O"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_1O"	NA	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_21J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_3D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_3J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_7J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_7P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_9F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL40_9H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_11D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_13K"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_15B"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_15M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_15P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_17C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_17H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_17L"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_19C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_21C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_21D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_21F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_21O"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_23A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_23B"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_23I"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_3A"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_3H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_3J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_3K"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_5F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_5I"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_7C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_7D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_7E"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_7F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_7G"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_7J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_7P"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_9C"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_9F"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_9I"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL42_9M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL49_15H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL49_15I"	NA	"del20"	"patient.1.1.2.2"
"MPNAML10PL49_1N"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL49_21H"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL49_21K"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL49_23M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL49_5J"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL51_15B"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
"MPNAML10PL51_15L"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.2"
