"genotype"	"cluster_corrected"	"cluster"
"MPNAML30PL166_3F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_3H"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_3I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_3J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_3M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_3O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_3P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_5D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_5F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_5L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_5M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_5P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_7B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_7C"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_7D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_7G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_7I"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_7K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_7L"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_9A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_9E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_9J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL166_9M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_11C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_11P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_15E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_15F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_15I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_15J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_15L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_15P"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_17G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_17O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_19F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_1F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_1J"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_21I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_23E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_23G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_23J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_23O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_5F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_5G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_5I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_5O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_7H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_7M"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_7O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_7P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_9J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL167_9K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_11A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_11D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_11I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_13G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_13I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_15D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_15G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_15I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_15M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_15O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_15P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_17B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_17C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_17F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_17G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_19C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_19F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_19K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_19N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_1A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_1E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_1I"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_1K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_1L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_1N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_21A"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_21F"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_23C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_23D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_23K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_23O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_3E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_3H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_3P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_7C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_7I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_7K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_7L"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_7M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_7O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_7P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL168_9H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_11A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_11B"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_11C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_11E"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_11I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_11L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_11N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_11O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_13A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_13C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_13E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_13F"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_13I"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_15C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_15I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_15K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_17A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_17E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_17G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_17I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_17J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_19A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_19C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_19G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_19M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_19P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_1C"	"TP53HET"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_1D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_1G"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_1H"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_1K"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_1L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_1N"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_1O"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_1P"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_21A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_21D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_21E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_21F"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_21G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_21I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_21L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_21M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_21N"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_23D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_23E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_23M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_23O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_3A"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_3C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_3D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_3E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_3J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_3L"	NA	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_5B"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_5D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_5I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_5J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_5L"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_9C"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_9D"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_9E"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_9G"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_9I"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_9J"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_9M"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_9O"	"TP53_multihit_M2"	"cluster1"	"patient.1.1.1.1"
"MPNAML30PL169_5M"	"TP53_multihit_M2"	NA	NA
