"subcluster"	"genotype"	"stage"	"cluster_corrected"	"cluster"
"MPNAML31PL185_9J"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_9O"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL185_9P"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_11A"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_11G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_11I"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_11J"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_11K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_11L"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_11N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_13H"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_13K"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_17I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_1E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_1H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_1P"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_3H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_3I"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_3L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_3N"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_5F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_5M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_7B"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_7K"	"patient.1.1.2.1"	"unassigned"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL186_7P"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_13D"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_13E"	"patient.1.1.2.1"	"unassigned"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_13F"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_13N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_17B"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_19I"	"patient.1.1.2.1"	"unassigned"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_19J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_1B"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_1G"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_1H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_1L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_21D"	"patient.1.1.2.1"	"unassigned"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_21H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_23E"	"patient.1.1.2.1"	"unassigned"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_23M"	"patient.1.1.2.1"	"unassigned"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_3F"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_3G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_3H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_3K"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_5J"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_5P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_7B"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_7I"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_7M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL187_9K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_11F"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_11H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_11I"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_11J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_15O"	"patient.1.1.2.1"	NA	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_17B"	"patient.1.1.2.1"	"unassigned"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_17P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_1J"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_21H"	"patient.1.1.2.1"	"unassigned"	"GH001_003"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_3A"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_3B"	"patient.1.1.2.1"	NA	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_3J"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_3L"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_3P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_5I"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_5K"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_5L"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_5M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_7A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_7B"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_7E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_7F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_7N"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_9C"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_9D"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_9F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_9O"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL188_9P"	"patient.1.1.2.1"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.2.1"
"MPNAML31PL176_15D"	"patient.1.1.1.2"	NA	"GH001_003"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_11B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_1A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_1D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_1G"	"patient.1.1.1.2"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_1H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_1J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_1N"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_3A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_3B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_3D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_3E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_3F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_3G"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_3H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_3K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_3M"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_5B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_5D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_5H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_5I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_5K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_5O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_7B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_7I"	"patient.1.1.1.2"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_7P"	"patient.1.1.1.2"	NA	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_9D"	"patient.1.1.1.2"	"TP53HET"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_9F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_9H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_9J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL176_9P"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_11C"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_11J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_11L"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_1A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_1E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_1H"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_1J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_1L"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_1P"	"patient.1.1.1.2"	"unassigned"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_3D"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_3J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_3P"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_5B"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_5C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_5D"	"patient.1.1.1.2"	"unassigned"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_5F"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_5G"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_5H"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_5I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_5J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_5N"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_5P"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_7N"	"patient.1.1.1.2"	"unassigned"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_9A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_9F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_9I"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_9J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL177_9M"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_11F"	"patient.1.1.1.2"	NA	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_11L"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_1D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_1F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_1H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_1I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_1L"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_1M"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_1P"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_3E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_3F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_3K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_3P"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_5B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_5D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_5G"	"patient.1.1.1.2"	NA	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_5K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_5M"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_5O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_7C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_7D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_7G"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_7N"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_9A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_9C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_9E"	"patient.1.1.1.2"	NA	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_9F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_9G"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_9H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL178_9N"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_001"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_11A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_11D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_11I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_11N"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_17B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_003"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_1A"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_1D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_1F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_1H"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_1I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_1L"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_1M"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_3B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_3C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_3D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_3E"	"patient.1.1.1.2"	"TP53HET"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_3F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_3J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_3L"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_3N"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_3O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_3P"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_5A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_5B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_5D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_5F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_5G"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_5I"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_5L"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_5N"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_5O"	"patient.1.1.1.2"	NA	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_7D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_7F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_7H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_7I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_9F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_9G"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_9J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_9L"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_9M"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
"MPNAML31PL179_9O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GH001_002"	"cluster1"	"patient.1.1.1.2"
