"subcluster"	"genotype"	"cluster_corrected"	"cluster"
"MPNAML13PL73_21F"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_21N"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_3D"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_3N"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_5J"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_5K"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_5M"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_5O"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_5P"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_7C"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_7E"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_7G"	"patient.1.2.1.2"	NA	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_7H"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_7N"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_7P"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_9C"	"patient.1.2.1.2"	NA	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_9E"	"patient.1.2.1.2"	NA	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_9F"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_9H"	"patient.1.2.1.2"	NA	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_9N"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL73_9O"	"patient.1.2.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.1.2"
"MPNAML13PL62_13K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_13G"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_13N"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_15I"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_15K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_17B"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_17E"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_17F"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_17H"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_17N"	"patient.1.2.2.1"	"TP53HET"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_19B"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_19M"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_21A"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_21D"	"patient.1.2.2.1"	"TP53HET"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_21I"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_21O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_21P"	"patient.1.2.2.1"	NA	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_7L"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_9I"	"patient.1.2.2.1"	NA	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_15A"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_15G"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_15O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_15P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_19C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_19H"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_19K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_19M"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_21M"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_3M"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_5G"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL64_7M"	"patient.1.2.2.1"	NA	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL66_11D"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL66_11N"	"patient.1.2.2.1"	NA	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL66_21P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL66_7N"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL66_7P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL66_9A"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL66_9B"	"patient.1.2.2.1"	NA	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL66_9D"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL71_11B"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL71_7N"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_11D"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_11G"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_11K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_11P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_13A"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_13B"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_13C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_13L"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_15B"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_15E"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_15G"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_15O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_17B"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_17D"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_17F"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_17G"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_17I"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_19K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_19O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_19P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_1K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_3C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_3G"	"patient.1.2.2.1"	"TP53HET"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_3N"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_5B"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_5D"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_5K"	"patient.1.2.2.1"	NA	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_7A"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_7D"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_7E"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_7I"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_7N"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_9C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL72_9P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL73_13L"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL73_3F"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL73_7A"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL73_9P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.2.2.1"
"MPNAML13PL62_15B"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL62_13A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL62_19G"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_15I"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_17A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_17D"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_17F"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_17G"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_17H"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_17O"	"patient.1.1.2.2"	NA	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_17P"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_19A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_19J"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_19L"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_19N"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_19P"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_21B"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_21E"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_21G"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_3A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_7E"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL64_7P"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL66_17O"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL66_7C"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL71_11C"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL71_3C"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL71_3G"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL71_3I"	"patient.1.1.2.2"	NA	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL71_9K"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL72_11E"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL72_11N"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL72_19A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL72_19L"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL72_1H"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL72_1N"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL72_3E"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL72_3J"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.2"
"MPNAML13PL62_11O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_11C"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_13B"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_13I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_13M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_15A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_15C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_15D"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_15E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_15J"	"patient.1.1.2.1"	"TP53HET"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_15L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_15M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_15O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_15P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_17A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_17C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_17I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_17J"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_17K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_17L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_17O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_19A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_19C"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_19D"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_19E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_19I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_19J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_19L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_19N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_19O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_19P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_21E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_21F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_21J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_21M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_21N"	"patient.1.1.2.1"	"TP53HET"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_5I"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_9E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL62_9P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_11A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_11C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_11F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_11M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_11P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_15B"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_15C"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_15D"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_15E"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_15J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_15K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_15M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_15N"	"patient.1.1.2.1"	NA	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_17E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_17I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_17K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_17L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_19B"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_19E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_19G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_19O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_21C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_21H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_21I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_21L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_3E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_3F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_3H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_3I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_3J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_3N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_5C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_5F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_5N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_7G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_7L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_9B"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_9C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_9E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_9J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL64_9N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_11C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_11E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_11I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_11M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_11O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_13C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_13E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_13G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_15J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_17C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_17K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_17P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
