"subcluster"	"cell_id"
"patient.1.2.1.2"	"MPNAML08PL20_21H"
"patient.1.2.1.2"	"MPNAML08PL20_21J"
"patient.1.2.1.2"	"MPNAML08PL20_21M"
"patient.1.2.1.2"	"MPNAML08PL20_23F"
"patient.1.2.1.2"	"MPNAML08PL20_3A"
"patient.1.2.1.2"	"MPNAML08PL20_3B"
"patient.1.2.1.2"	"MPNAML08PL20_3D"
"patient.1.2.1.2"	"MPNAML08PL20_3F"
"patient.1.2.1.2"	"MPNAML08PL20_3H"
"patient.1.2.1.2"	"MPNAML08PL20_3J"
"patient.1.2.1.2"	"MPNAML08PL20_3K"
"patient.1.2.1.2"	"MPNAML08PL20_3N"
"patient.1.2.1.2"	"MPNAML08PL20_9A"
"patient.1.2.1.2"	"MPNAML08PL20_9B"
"patient.1.2.1.2"	"MPNAML08PL20_9D"
"patient.1.2.1.2"	"MPNAML08PL20_9F"
"patient.1.2.1.2"	"MPNAML08PL20_9H"
"patient.1.2.1.2"	"MPNAML08PL21_1H"
"patient.1.2.1.2"	"MPNAML08PL21_21D"
"patient.1.2.1.2"	"MPNAML08PL21_3D"
"patient.1.2.1.2"	"MPNAML08PL22_13I"
"patient.1.2.1.2"	"MPNAML08PL22_15K"
"patient.1.2.1.2"	"MPNAML08PL22_17H"
"patient.1.2.1.2"	"MPNAML08PL22_17I"
"patient.1.2.1.2"	"MPNAML08PL22_17L"
"patient.1.2.1.2"	"MPNAML08PL22_19B"
"patient.1.2.1.2"	"MPNAML08PL22_1D"
"patient.1.2.1.2"	"MPNAML08PL22_21C"
"patient.1.2.1.2"	"MPNAML08PL22_21D"
"patient.1.2.1.2"	"MPNAML08PL22_3F"
"patient.1.2.1.2"	"MPNAML08PL22_5B"
"patient.1.2.1.2"	"MPNAML08PL22_5D"
"patient.1.2.1.2"	"MPNAML08PL22_5F"
"patient.1.2.1.2"	"MPNAML08PL22_7D"
"patient.1.2.1.2"	"MPNAML08PL22_7H"
"patient.1.2.1.2"	"MPNAML08PL24_1B"
"patient.1.2.1.2"	"MPNAML08PL25_1F"
"patient.1.2.1.2"	"MPNAML08PL25_3P"
"patient.1.2.1.2"	"MPNAML08PL28_15I"
"patient.1.2.1.2"	"MPNAML08PL28_15O"
"patient.1.2.1.2"	"MPNAML08PL28_19N"
"patient.1.2.1.2"	"MPNAML08PL28_1C"
"patient.1.2.1.2"	"MPNAML08PL28_21D"
"patient.1.2.1.2"	"MPNAML08PL28_23B"
"patient.1.2.1.2"	"MPNAML08PL28_23M"
"patient.1.2.1.2"	"MPNAML08PL28_23N"
"patient.1.2.2.1"	"MPNAML08PL19_9M"
"patient.1.2.2.1"	"MPNAML08PL20_11B"
"patient.1.2.2.1"	"MPNAML08PL20_7A"
"patient.1.2.2.1"	"MPNAML08PL21_13K"
"patient.1.2.2.1"	"MPNAML08PL21_5K"
"patient.1.2.2.1"	"MPNAML08PL22_15E"
"patient.1.2.2.1"	"MPNAML08PL22_15I"
"patient.1.2.2.1"	"MPNAML08PL22_15P"
"patient.1.2.2.1"	"MPNAML08PL22_17D"
"patient.1.2.2.1"	"MPNAML08PL23_11I"
"patient.1.2.2.1"	"MPNAML08PL23_11M"
"patient.1.2.2.1"	"MPNAML08PL23_13H"
"patient.1.2.2.1"	"MPNAML08PL23_15D"
"patient.1.2.2.1"	"MPNAML08PL23_19H"
"patient.1.2.2.1"	"MPNAML08PL23_3A"
"patient.1.2.2.1"	"MPNAML08PL23_5K"
"patient.1.2.2.1"	"MPNAML08PL24_17B"
"patient.1.2.2.1"	"MPNAML08PL24_17I"
"patient.1.2.2.1"	"MPNAML08PL24_1L"
"patient.1.2.2.1"	"MPNAML08PL25_19E"
"patient.1.2.2.1"	"MPNAML08PL28_13G"
"patient.1.2.2.1"	"MPNAML08PL28_5M"
"patient.1.2.2.1"	"MPNAML08PL28_7C"
"patient.1.2.2.2"	"MPNAML08PL20_17A"
"patient.1.2.2.2"	"MPNAML08PL20_17P"
"patient.1.2.2.2"	"MPNAML08PL21_13G"
"patient.1.2.2.2"	"MPNAML08PL21_15P"
"patient.1.2.2.2"	"MPNAML08PL21_1L"
"patient.1.2.2.2"	"MPNAML08PL21_9E"
"patient.1.2.2.2"	"MPNAML08PL21_9L"
"patient.1.2.2.2"	"MPNAML08PL22_1L"
"patient.1.2.2.2"	"MPNAML08PL23_19A"
"patient.1.2.2.2"	"MPNAML08PL23_5I"
"patient.1.2.2.2"	"MPNAML08PL23_7C"
"patient.1.2.2.2"	"MPNAML08PL24_11D"
"patient.1.2.2.2"	"MPNAML08PL24_1D"
"patient.1.2.2.2"	"MPNAML08PL24_5F"
